 07-svi-2023 23:27:52 ;1;1000;3
 07-svi-2023 23:27:53 ;2;1000;3
 07-svi-2023 23:27:53 ;3;1000;3
 07-svi-2023 23:27:53 ;4;1000;3
 07-svi-2023 23:27:53 ;5;118;3
 07-svi-2023 23:27:53 ;6;124;3
 07-svi-2023 23:27:54 ;7;96;3
 07-svi-2023 23:27:54 ;8;96;3
 07-svi-2023 23:27:54 ;9;96;3
 07-svi-2023 23:27:54 ;10;96;3
 07-svi-2023 23:27:55 ;11;96;3
 07-svi-2023 23:27:55 ;12;97;3
 07-svi-2023 23:27:55 ;13;96;3
 07-svi-2023 23:27:55 ;14;129;3
 07-svi-2023 23:27:55 ;15;96;3
 07-svi-2023 23:27:56 ;16;96;3
 07-svi-2023 23:27:56 ;17;96;3
 07-svi-2023 23:27:56 ;18;96;3
 07-svi-2023 23:27:56 ;19;126;3
 07-svi-2023 23:27:57 ;20;114;3
 07-svi-2023 23:27:57 ;21;96;3
 07-svi-2023 23:27:57 ;22;95;3
 07-svi-2023 23:27:57 ;23;124;3
 07-svi-2023 23:27:58 ;24;123;3
 07-svi-2023 23:27:58 ;25;124;3
 07-svi-2023 23:27:58 ;26;124;3
 07-svi-2023 23:27:58 ;27;108;3
 07-svi-2023 23:27:59 ;28;95;3
 07-svi-2023 23:27:59 ;29;94;3
 07-svi-2023 23:27:59 ;30;95;3
 07-svi-2023 23:27:59 ;31;95;3
 07-svi-2023 23:27:59 ;32;124;3
 07-svi-2023 23:28:00 ;33;95;3
 07-svi-2023 23:28:00 ;34;95;3
 07-svi-2023 23:28:00 ;35;95;3
 07-svi-2023 23:28:00 ;36;96;3
 07-svi-2023 23:28:01 ;37;122;3
 07-svi-2023 23:28:01 ;38;124;3
 07-svi-2023 23:28:01 ;39;125;3
 07-svi-2023 23:28:01 ;40;92;3
 07-svi-2023 23:28:02 ;41;126;3
 07-svi-2023 23:28:02 ;42;134;3
 07-svi-2023 23:28:02 ;43;123;3
 07-svi-2023 23:28:02 ;44;94;3
 07-svi-2023 23:28:02 ;45;107;3
 07-svi-2023 23:28:03 ;46;113;3
 07-svi-2023 23:28:03 ;47;113;3
 07-svi-2023 23:28:03 ;48;119;3
 07-svi-2023 23:28:03 ;49;117;3
 07-svi-2023 23:28:04 ;50;120;3
 07-svi-2023 23:28:04 ;51;126;3
 07-svi-2023 23:28:04 ;52;148;3
 07-svi-2023 23:28:04 ;53;160;3
 07-svi-2023 23:28:05 ;54;154;3
 07-svi-2023 23:28:05 ;55;155;3
 07-svi-2023 23:28:05 ;56;159;3
 07-svi-2023 23:28:05 ;57;153;3
 07-svi-2023 23:28:05 ;58;156;3
 07-svi-2023 23:28:06 ;59;151;3
 07-svi-2023 23:28:06 ;60;159;3
 07-svi-2023 23:28:06 ;61;159;3
 07-svi-2023 23:28:06 ;62;150;3
 07-svi-2023 23:28:07 ;63;153;3
 07-svi-2023 23:28:07 ;64;153;3
 07-svi-2023 23:28:07 ;65;151;3
 07-svi-2023 23:28:07 ;66;127;3
 07-svi-2023 23:28:08 ;67;126;3
 07-svi-2023 23:28:08 ;68;118;3
 07-svi-2023 23:28:08 ;69;123;3
 07-svi-2023 23:28:08 ;70;131;3
 07-svi-2023 23:28:08 ;71;119;3
 07-svi-2023 23:28:09 ;72;127;3
 07-svi-2023 23:28:09 ;73;125;3
 07-svi-2023 23:28:09 ;74;118;3
 07-svi-2023 23:28:09 ;75;126;3
 07-svi-2023 23:28:10 ;76;109;3
 07-svi-2023 23:28:10 ;77;126;3
 07-svi-2023 23:28:10 ;78;118;3
 07-svi-2023 23:28:10 ;79;124;3
 07-svi-2023 23:28:11 ;80;126;3
 07-svi-2023 23:28:11 ;81;119;3
 07-svi-2023 23:28:11 ;82;112;3
 07-svi-2023 23:28:11 ;83;115;3
 07-svi-2023 23:28:12 ;84;118;3
 07-svi-2023 23:28:12 ;85;133;3
 07-svi-2023 23:28:12 ;86;127;3
 07-svi-2023 23:28:12 ;87;118;3
 07-svi-2023 23:28:12 ;88;110;3
 07-svi-2023 23:28:13 ;89;126;3
 07-svi-2023 23:28:13 ;90;128;3
 07-svi-2023 23:28:13 ;91;118;3
 07-svi-2023 23:28:13 ;92;122;3
 07-svi-2023 23:28:14 ;93;116;3
 07-svi-2023 23:28:14 ;94;118;3
 07-svi-2023 23:28:14 ;95;126;3
 07-svi-2023 23:28:14 ;96;126;3
 07-svi-2023 23:28:15 ;97;118;3
 07-svi-2023 23:28:15 ;98;121;3
 07-svi-2023 23:28:15 ;99;126;3
 07-svi-2023 23:28:15 ;100;133;3
 07-svi-2023 23:28:15 ;101;117;3
 07-svi-2023 23:28:16 ;102;126;3
 07-svi-2023 23:28:16 ;103;123;3
 07-svi-2023 23:28:16 ;104;117;3
 07-svi-2023 23:28:16 ;105;125;3
 07-svi-2023 23:28:17 ;106;126;3
 07-svi-2023 23:28:17 ;107;114;3
 07-svi-2023 23:28:17 ;108;135;3
 07-svi-2023 23:28:17 ;109;158;3
 07-svi-2023 23:28:18 ;110;159;3
 07-svi-2023 23:28:18 ;111;150;3
 07-svi-2023 23:28:18 ;112;147;3
 07-svi-2023 23:28:18 ;113;150;3
 07-svi-2023 23:28:19 ;114;149;3
 07-svi-2023 23:28:19 ;115;167;3
 07-svi-2023 23:28:19 ;116;158;3
 07-svi-2023 23:28:19 ;117;150;3
 07-svi-2023 23:28:19 ;118;158;3
 07-svi-2023 23:28:20 ;119;158;3
 07-svi-2023 23:28:20 ;120;147;3
 07-svi-2023 23:28:20 ;121;149;3
