 07-svi-2023 23:28:20 ;122;125;3
 07-svi-2023 23:28:21 ;123;122;3
 07-svi-2023 23:28:21 ;124;117;3
 07-svi-2023 23:28:21 ;125;126;3
 07-svi-2023 23:28:21 ;126;125;3
 07-svi-2023 23:28:22 ;127;117;3
 07-svi-2023 23:28:22 ;128;117;3
 07-svi-2023 23:28:22 ;129;126;3
 07-svi-2023 23:28:22 ;130;117;3
 07-svi-2023 23:28:23 ;131;113;3
 07-svi-2023 23:28:23 ;132;125;3
 07-svi-2023 23:28:23 ;133;117;3
 07-svi-2023 23:28:23 ;134;117;3
 07-svi-2023 23:28:23 ;135;125;3
 07-svi-2023 23:28:24 ;136;114;3
 07-svi-2023 23:28:24 ;137;125;3
 07-svi-2023 23:28:24 ;138;121;3
 07-svi-2023 23:28:24 ;139;117;3
 07-svi-2023 23:28:25 ;140;125;3
 07-svi-2023 23:28:25 ;141;114;3
 07-svi-2023 23:28:25 ;142;125;3
 07-svi-2023 23:28:25 ;143;125;3
 07-svi-2023 23:28:26 ;144;117;3
 07-svi-2023 23:28:26 ;145;112;3
 07-svi-2023 23:28:26 ;146;124;3
 07-svi-2023 23:28:26 ;147;141;3
 07-svi-2023 23:28:26 ;148;117;3
 07-svi-2023 23:28:27 ;149;121;3
 07-svi-2023 23:28:27 ;150;124;3
 07-svi-2023 23:28:27 ;151;117;3
 07-svi-2023 23:28:27 ;152;117;3
 07-svi-2023 23:28:28 ;153;125;3
 07-svi-2023 23:28:28 ;154;125;3
 07-svi-2023 23:28:28 ;155;116;3
 07-svi-2023 23:28:28 ;156;125;3
 07-svi-2023 23:28:29 ;157;124;3
 07-svi-2023 23:28:29 ;158;125;3
 07-svi-2023 23:28:29 ;159;116;3
 07-svi-2023 23:28:29 ;160;114;3
 07-svi-2023 23:28:30 ;161;116;3
 07-svi-2023 23:28:30 ;162;132;3
 07-svi-2023 23:28:30 ;163;125;3
 07-svi-2023 23:28:30 ;164;117;3
 07-svi-2023 23:28:30 ;165;150;3
 07-svi-2023 23:28:31 ;166;157;3
 07-svi-2023 23:28:31 ;167;154;3
 07-svi-2023 23:28:31 ;168;148;3
 07-svi-2023 23:28:31 ;169;157;3
 07-svi-2023 23:28:32 ;170;152;3
 07-svi-2023 23:28:32 ;171;148;3
 07-svi-2023 23:28:32 ;172;148;3
 07-svi-2023 23:28:32 ;173;157;3
 07-svi-2023 23:28:33 ;174;158;3
 07-svi-2023 23:28:33 ;175;149;3
 07-svi-2023 23:28:33 ;176;150;3
 07-svi-2023 23:28:33 ;177;158;3
 07-svi-2023 23:28:34 ;178;150;3
 07-svi-2023 23:28:34 ;179;116;3
 07-svi-2023 23:28:34 ;180;113;3
 07-svi-2023 23:28:34 ;181;125;3
 07-svi-2023 23:28:34 ;182;118;3
 07-svi-2023 23:28:35 ;183;116;3
 07-svi-2023 23:28:35 ;184;116;3
 07-svi-2023 23:28:35 ;185;110;3
 07-svi-2023 23:28:35 ;186;119;3
 07-svi-2023 23:28:36 ;187;116;3
 07-svi-2023 23:28:36 ;188;125;3
 07-svi-2023 23:28:36 ;189;119;3
 07-svi-2023 23:28:36 ;190;105;3
 07-svi-2023 23:28:37 ;191;118;3
 07-svi-2023 23:28:37 ;192;119;3
 07-svi-2023 23:28:37 ;193;124;3
 07-svi-2023 23:28:37 ;194;138;3
 07-svi-2023 23:28:37 ;195;110;3
 07-svi-2023 23:28:38 ;196;116;3
 07-svi-2023 23:28:38 ;197;125;3
 07-svi-2023 23:28:38 ;198;121;3
 07-svi-2023 23:28:38 ;199;116;3
 07-svi-2023 23:28:39 ;200;124;3
 07-svi-2023 23:28:39 ;201;122;3
 07-svi-2023 23:28:39 ;202;116;3
 07-svi-2023 23:28:39 ;203;124;3
 07-svi-2023 23:28:40 ;204;125;3
 07-svi-2023 23:28:40 ;205;116;3
 07-svi-2023 23:28:40 ;206;116;3
 07-svi-2023 23:28:40 ;207;124;3
 07-svi-2023 23:28:41 ;208;121;3
 07-svi-2023 23:28:41 ;209;127;3
 07-svi-2023 23:28:41 ;210;126;3
 07-svi-2023 23:28:41 ;211;116;3
 07-svi-2023 23:28:41 ;212;116;3
 07-svi-2023 23:28:42 ;213;125;3
 07-svi-2023 23:28:42 ;214;122;3
 07-svi-2023 23:28:42 ;215;116;3
 07-svi-2023 23:28:42 ;216;123;3
 07-svi-2023 23:28:43 ;217;125;3
 07-svi-2023 23:28:43 ;218;116;3
 07-svi-2023 23:28:43 ;219;118;3
 07-svi-2023 23:28:43 ;220;120;3
 07-svi-2023 23:28:44 ;221;120;3
 07-svi-2023 23:28:44 ;222;148;3
 07-svi-2023 23:28:44 ;223;156;3
 07-svi-2023 23:28:44 ;224;156;3
 07-svi-2023 23:28:45 ;225;148;3
 07-svi-2023 23:28:45 ;226;155;3
 07-svi-2023 23:28:45 ;227;157;3
 07-svi-2023 23:28:45 ;228;145;3
 07-svi-2023 23:28:45 ;229;145;3
 07-svi-2023 23:28:46 ;230;157;3
 07-svi-2023 23:28:46 ;231;150;3
 07-svi-2023 23:28:46 ;232;148;3
 07-svi-2023 23:28:46 ;233;149;3
 07-svi-2023 23:28:47 ;234;137;3
 07-svi-2023 23:28:47 ;235;149;3
 07-svi-2023 23:28:47 ;236;117;3
 07-svi-2023 23:28:47 ;237;124;3
 07-svi-2023 23:28:48 ;238;124;3
 07-svi-2023 23:28:48 ;239;113;3
 07-svi-2023 23:28:48 ;240;115;3
 07-svi-2023 23:28:48 ;241;129;3
 07-svi-2023 23:28:48 ;242;124;3
 07-svi-2023 23:28:49 ;243;123;3
 07-svi-2023 23:28:49 ;244;117;3
 07-svi-2023 23:28:49 ;245;123;3
 07-svi-2023 23:28:49 ;246;124;3
 07-svi-2023 23:28:50 ;247;116;3
 07-svi-2023 23:28:50 ;248;116;3
 07-svi-2023 23:28:50 ;249;125;3
 07-svi-2023 23:28:50 ;250;125;3
 07-svi-2023 23:28:51 ;251;116;3
 07-svi-2023 23:28:51 ;252;119;3
 07-svi-2023 23:28:51 ;253;125;3
 07-svi-2023 23:28:51 ;254;121;3
 07-svi-2023 23:28:52 ;255;116;3
 07-svi-2023 23:28:52 ;256;135;3
 07-svi-2023 23:28:52 ;257;125;3
 07-svi-2023 23:28:52 ;258;108;3
 07-svi-2023 23:28:52 ;259;118;3
 07-svi-2023 23:28:53 ;260;124;3
 07-svi-2023 23:28:53 ;261;122;3
 07-svi-2023 23:28:53 ;262;116;3
 07-svi-2023 23:28:53 ;263;121;3
 07-svi-2023 23:28:54 ;264;125;3
 07-svi-2023 23:28:54 ;265;116;3
 07-svi-2023 23:28:54 ;266;116;3
 07-svi-2023 23:28:54 ;267;124;3
 07-svi-2023 23:28:55 ;268;125;3
 07-svi-2023 23:28:55 ;269;116;3
 07-svi-2023 23:28:55 ;270;125;3
 07-svi-2023 23:28:55 ;271;129;3
 07-svi-2023 23:28:56 ;272;116;3
 07-svi-2023 23:28:56 ;273;117;3
 07-svi-2023 23:28:56 ;274;125;3
 07-svi-2023 23:28:56 ;275;120;3
 07-svi-2023 23:28:56 ;276;116;3
 07-svi-2023 23:28:57 ;277;114;3
 07-svi-2023 23:28:57 ;278;145;3
 07-svi-2023 23:28:57 ;279;157;3
 07-svi-2023 23:28:57 ;280;147;3
 07-svi-2023 23:28:58 ;281;148;3
 07-svi-2023 23:28:58 ;282;157;3
 07-svi-2023 23:28:58 ;283;131;3
 07-svi-2023 23:28:58 ;284;149;3
 07-svi-2023 23:28:59 ;285;150;3
 07-svi-2023 23:28:59 ;286;157;3
 07-svi-2023 23:28:59 ;287;150;3
 07-svi-2023 23:28:59 ;288;157;3
 07-svi-2023 23:28:59 ;289;140;3
 07-svi-2023 23:29:00 ;290;152;3
 07-svi-2023 23:29:00 ;291;156;3
 07-svi-2023 23:29:00 ;292;119;3
 07-svi-2023 23:29:00 ;293;117;3
 07-svi-2023 23:29:01 ;294;124;3
 07-svi-2023 23:29:01 ;295;124;3
 07-svi-2023 23:29:01 ;296;118;3
 07-svi-2023 23:29:01 ;297;119;3
 07-svi-2023 23:29:02 ;298;125;3
 07-svi-2023 23:29:02 ;299;120;3
 07-svi-2023 23:29:02 ;300;117;3
